"cnpj_basico","cnae_principal","cep","bairro","municipio","capital_social"
"18112230","00","SN","PAULO MILEK SOBRINHO","RUA","0.0"
"18112246","01","410","JARDIM BOTANICO","1A AVENIDA","0.0"
"18112258","67","55","JASMIM DO SERRADO","AVENIDA","0.0"
"18103208","67","145","dois","RUA","0.0"
"18112281","01","1650","PARAIBA","RUA","0.0"
"18112297","01","SN","ALAGOAS","AVENIDA","0.0"
"18112312","00","1995","OLIMPIO RAFAGNIN","AVENIDA","0.0"
"18112324","01","1065","SANTOS DUMONT","PRACA","0.0"
"14754685","01","3275","ROMEIRAS","RUA","0.0"
"14214815","63","164","JUERANA","RUA","0.0"
"18112362","32","1559","PROFESSORA PEQUENINA","RUA","0.0"
"18112371","63","1667","OLIVIO NOBREGA","RODOVIA","0.0"
"18112385","01","1955","MASCARENHAS DE MORAES","RUA","0.0"
"18112397","67","27","CORREGO GRANDE","RUA","0.0"
"18112408","00","795","CARLOS DO CARMO","RUA","0.0"
"18112423","00","943NE","SUCUPIRA","RUA","0.0"
"18112438","00","0","PADRE ODILON DE PINHO","RUA","0.0"
"18112451","01","2358","JOSE MANOEL LORENZO LEIRO","RUA","0.0"
"18112462","00","844","SC 157, KM 40","RODOVIA","0.0"
"18112480","63","107","DOUTOR ARTUR BALSINI","RUA","0.0"
"18112492","00","1137","MARECHAL DUTRA","AVENIDA","0.0"
"18112501","01","174","LAURENTINO BEZERRA","RUA","0.0"
"18112512","63","27","ZEFERINO DE FARIA","RUA","0.0"
"18112526","01","01","juliana rabelo","RUA","0.0"
"18112539","01","370","DR CASTRO CINCURA","PRACA","0.0"
"18112550","01","194","SAO JOAO (JD RECANTO)","RUA","0.0"
"18112562","00","275","BRIGADEIRO SAMPAIO","AVENIDA","0.0"
"18112574","67","500","VICENTE PADILHA","RUA","0.0"
"18112585","01","476","CAPITAO EUGENIO DE MACEDO","RUA","0.0"
"18112596","67","412","BAHIA","RUA","0.0"
"18112611","00","163","ROBERTO SILVEIRA - ATE 617 - LADO IMPAR","AVENIDA","0.0"
"18112622","00","SN","BRAZ PEREIRA DOS SANTOS","RUA","0.0"
"18112635","01","2580","HUMBERTO ALENCAR CASTELO BRANCO","AVENIDA","0.0"
"18112647","00","179","DO CONTORNO","RUA","0.0"
"18112661","01","137","DONA PALMIRA","RUA","0.0"
"18112675","01","40","DA PAZ QUADRA","RUA","0.0"
"18112689","67","579","ANTONIO OLIMPIO","RUA","0.0"
"18112702","01","1245","DAS AMERICAS","AVENIDA","0.0"
"15240974","01","122","SERAFIM LUIZ MARTINS","RUA","0.0"
"18112728","00","123","ORIENTE","RUA","0.0"
"18112743","01","353","DOUTOR OLIVIO LIRA 353","AVENIDA","0.0"
"18112757","67","315","GEORGE SMITH","RUA","0.0"
"18112769","00","S/N","VIA DELLA VALLE DEI FONTANILI N 29/37","","0.0"
"18112782","74","S/N","TORRENTE DE LA FLORES, 46, BAJOS","","0.0"
"18112795","00","41","JATOBAS","RUA","0.0"
"18112809","00","333","CORINTO SIDRAK DE SOUZA","RUA","0.0"
"18112823","67","22","ISABEL DE CARVALHO","RUA","0.0"
"18112834","67","197","BEATO PEDRO DONDERS","RUA","0.0"
"18112846","00","0","RUA NOVA","RUA","0.0"
"18112860","63","SN","MARECHAL CASTELO BRANCO","AVENIDA","0.0"
"18112874","01","237","ALMIRANTE TAMANDARE","RUA","0.0"
"18112884","00","08","H","QUADRA","0.0"
"18112900","01","235","FILIPINAS","RUA","0.0"
"18112915","63","76","ORLANDO GESSER","RUA","0.0"
"18112927","01","225","SACY","RUA","0.0"
"18112941","67","19","REAL ESTRELA","RUA","0.0"
"18112952","01","10","AREA ESPECIAL 2-A MODULO G","AREA ESPECIAL","0.0"
"18112966","67","142","SAO JOSE","TRAVESSA","0.0"
"18112980","67","406","GENERAL CASTRIOTO","RUA","0.0"
"18112993","00","194","GOIANIA","RUA","0.0"
"18113007","00","2588","PIASSANGUABA","AVENIDA","0.0"
"18113018","01","154","JOSE MAURO DE VASCONCELOS","RUA","0.0"
"18113031","63","231","DOS TRABALHADORES","RUA","0.0"
"18113047","67","84","CORONEL PEDRO DE OLIVEIRA","RUA","0.0"
"18113062","67","177","Manoel Jose Eneas","RUA","0.0"
"18113073","01","00","DEBRET","RUA","0.0"
"18113088","01","921","JOAO AMERICO WATZKO","RUA","0.0"
"18113101","00","SN","FDO PTES A AGULHA 05 KM ENTRADA A DIREITA","ESTRADA VELHA","0.0"
"18113110","01","46","SAO ROQUE","RUA","0.0"
"18113120","00","157","ADONIRAM BARBOSA","RUA","0.0"
"18113135","00","44","VINTE E OITO","RUA","0.0"
"18113150","67","932","AGLAIA","AVENIDA","0.0"
"18113166","00","114","Duque de Caxias","RUA","0.0"
"17924585","01","150","CRISANTEMO","RUA","0.0"
"18113187","01","295","ZOROASTRO MEIRA","RUA","0.0"
"18113196","67","371","Joao Longua","RUA","0.0"
"18113211","01","949","NELSON BARBOSA DA SILVA","RUA","0.0"
"18113221","01","1821","RIO BRANCO","RUA","0.0"
"18113238","01","151","3","RUA","0.0"
"18113251","01","22","QNM 40 CONJUNTO N","QUADRA","0.0"
"18113263","01","11","CASACA","AVENIDA","0.0"
"18113278","01","855","MANOEL MOREIRA DE MORAIS","RUA","0.0"
"18113291","01","01","QUADRA 31","QUADRA","0.0"
"18113302","67","735","PREFEITO JOAO GREGORIO GALINDO","RUA","0.0"
"18113314","63","21","AZALEIAS (V IEDA II)","RUA","0.0"
"11649420","01","32","CRISTOVAO AGUIAR","RUA","0.0"
"18113342","01","160","WANDERLEY P DE CAMARGO","RUA","0.0"
"18113354","67","361","BARAO DE COTEGIPE","RUA","0.0"
"18113369","01","29","ARMANDINHO ALVES FERREIRA","RUA","0.0"
"18113380","00","S/N","NOSSA SENHORA APARECIDA","SITIO","0.0"
"18113390","67","14A","JOEL BARBOSA GOMES","RUA","0.0"
"18113402","01","112","TAUBATE","RUA","0.0"
"18113416","00","83","CANAPOLIS","RUA","0.0"
"18113429","63","5000","JOAO PAULO II","AVENIDA","0.0"
"18113440","00","128","GUILHERMO CASSARO","RUA","0.0"
"18113453","01","SN","ALVARO CORREIA CAMARA","RUA","0.0"
"18113468","67","70","PROFESSOR MIGUEL RUSSIANO","RUA","0.0"
"18113481","01","260","CESAR LATTES","RUA","0.0"
"18113493","00","169","PROFESSOR ROMEU CRUZ LIMA","RUA","0.0"
"18113505","67","21","QNP 14 CONJUNTO Q","RUA","0.0"
"18113509","00","157 C","SURUBIM","RUA","0.0"
"18113521","67","L15 Q6","DOS ESTUDANTES","RUA","0.0"
"18113535","01","583","ASSIS BRASIL","AVENIDA","0.0"
"18113547","67","120","MACARANDUBA","RUA","0.0"
"18113559","01","195","DO AREAL","RUA","0.0"
"18113572","01","62","MARIA EMILIA","RUA","0.0"
"17080047","67","05","SHIGS 711 BLOCO S","QUADRA","0.0"
"08390238","00","SN","DOM CIRO","SITIO","0.0"
"18113600","37","S/N","ALAGADO","SITIO","0.0"
"18113611","01","1227","PRESIDENTE VARGAS","AVENIDA","0.0"
"18113623","00","283","JOAQUIM DOS SANTOS","RUA","0.0"
"18113635","67","41","IVO JOSE RIBEIRO","RUA","0.0"
"18113646","67","210","Antonio Francisco dos Santos","RUA","0.0"
"18113657","63","824 A","SALOMAO FERREIRA DO NASCIMENTO","RUA","0.0"
"18113669","63","120"," elvacir ferreira da silva","RUA","0.0"
"18113679","00","188","ALVARO AUGUSTO DE MEDEIROS","RUA","0.0"
"18113692","00","365","IPIRANGA","RUA","0.0"
"18113707","01","176","SAO JOSE","AVENIDA","0.0"
"18113717","63","S/N","JOAQUIM DA MATA","RUA","0.0"
"15766542","01","1090","PRESIDENTE VARGAS","AVENIDA","0.0"
"18113740","63","299","256","RUA","0.0"
"18113754","67","95","GONCALVES DIAS","RUA","0.0"
"18113766","00","3200","JORGE BARROS","AVENIDA","0.0"
"18113776","00","988","GOVERNADOR LAMENHA FILHO","AVENIDA","0.0"
"18113789","00","272","AMETISTA","RUA","0.0"
"14686319","00","100","FAUSTO ALBUQUERQUE","RUA","0.0"
"13223777","01","200","JOAO MULLER JUNIOR","RUA","0.0"
"12249750","01","SN","RECANTO BOM","FAZENDA","0.0"
"08669349","63","37","ROBERT KENNEDY","AVENIDA","0.0"
"18113844","67","N 18","407 NORTE ALAMEDA 1","QUADRA","0.0"
"18113856","00","321","GENEROSA MARIA SOUZA","RUA","0.0"
"18113867","01","357","DOUTOR JULIO OTONI","RUA","0.0"
"18113880","63","2541","BENTO MARTINS","RUA","0.0"
"18113893","00","825","MIGUEL SIMAO","RUA","0.0"
"18113906","00","655","DONA CRISTINA DELICATE ARCIPRETE","RUA","0.0"
"15130389","00","226","EBENEZER","RUA","0.0"
"18113927","01","9602","MENINO MARCELO","AVENIDA","0.0"
"18113935","01","18","LUDGERO RAULINO","CONJUNTO","0.0"
"18113950","67","588","BENEDITO LEITE","RUA","0.0"
"18113963","01","60","F","RUA","0.0"
"17914174","01","725","CORONEL CRISTIANO","RUA","0.0"
"17774018","00","04","RUA DOUTOR JOSE ROLLEMBERG LEITE","11A RUA","0.0"
"18114000","67","SN","BR-381 MIGUEL CURRY CARNEIRO SAO MATEUS-NOVA VENEC","RODOVIA","0.0"
"11707276","01","1100","UNIVERSITARIA","AVENIDA","0.0"
"18114019","00","260","OLAVO BILAC","RUA","0.0"
"18114031","63","2300","JOAO RAMALHO","AVENIDA","0.0"
"18114048","67","110","LUIS FERNANDO VERISSIMO","RUA","0.0"
"18114061","63","4","LUIZ RANGEL DE LIMA FILHO","RUA","0.0"
"18114073","01","1160","JOSE BELARMINO","AVENIDA","0.0"
"18114088","67","150","CORONEL POUPINO","TRAVESSA","0.0"
"18114099","00","1754","JOHN SANFORD","AVENIDA","0.0"
"18114112","00","179","PEDRO II","RUA","0.0"
"18114128","01","656","PERNAMBUCO","AVENIDA","0.0"
"18114138","00","1180","BORGES DE MEDEIROS","RUA","0.0"
"18114148","67","578","BENTO JOSE LABRES","RUA","0.0"
"10723618","01","234","05 DE MAIO","RUA","0.0"
"18114178","00","156","ALBERTO GASPAR","RUA","0.0"
"18122041","74","S/N","PALM CHAMBERS, 197 MAIN STREET","","0.0"
"18114200","00","110","J","RUA","0.0"
"18114213","67","79","HELIO LEITE","AVENIDA","0.0"
"18114224","63","02","QR 208 CONJUNTO 13 LOTE","QUADRA","0.0"
"18114236","63","05","PROJETADA 2","RUA","0.0"
"18114248","63","134","PIO XII","TRAVESSA","0.0"
"18114262","00","SN","MORRO GRANDE / ANHUMAS","ESTRADA","0.0"
"15233375","01","10","RN 221","RODOVIA","0.0"
"18114285","67","211","FURTADO NUNES","RUA","0.0"
"18114295","01","206","JORGE ABRAO AUED","RUA","0.0"
"18114308","00","493","JARAGUA","RUA","0.0"
"18114318","00","SN","EQ 12/14","QUADRA","0.0"
"18114332","63","306","ANTONIO BORGES MACHADO DE OLIVEIRA","RUA","0.0"
"18114347","01","305","CAPITAO LIMA","RUA","0.0"
"18114362","00","878","GENERAL EUCLIDES FIGUEIREDO","AVENIDA","0.0"
"18114375","00","3103","QUATORZE DE JULHO","RUA","0.0"
"18114386","01","439","NAVAJAS","RUA","0.0"
"18114398","67","591","EDSON DE SOUZA","RUA","0.0"
"18114415","63","2","SAO PAULO","RUA","0.0"
"18114427","01","527","JOAQUIM PORTO","RUA","0.0"
"18114437","01","759","LUIZ STOPINSKI","RUA","0.0"
"18114450","67","150","BOLIVIA","RUA","0.0"
"18114464","01","SN","ARIOSTO DA RIVA","AVENIDA","0.0"
"11935957","01","309","DO COMERCIO","RUA","0.0"
"18114487","01","63","GUAXUPE","AVENIDA","0.0"
"18114500","67","1050","ANDRADINA","RUA","0.0"
"18114513","01","270","QUARENTA E TRES","RUA","0.0"
"18114526","00","504","CHICO MENDES","RUA","0.0"
"18114533","63","143","ALFREDO VOSS","RUA","0.0"
"18114548","75","48","PARAGUAI","RUA","0.0"
"18114558","00","446","13 DE MAIO","RUA","0.0"
"18114569","01","760","ESPERANTO","RUA","0.0"
"18114585","00","111","GODOFREDO VIANA","RUA","0.0"
"96727482","00","151","HERMINIO SANTOS","RUA","0.0"
"18114612","01","1380","MARECHAL RONDON","RUA","0.0"
"18114622","67","33","CANDINHO ZUCOLOTO","RUA","0.0"
"18114634","01","124","FRANCISCO COSTA","RUA","0.0"
"18114648","63","54 C","ADEMAR DE BARROS","RUA","0.0"
"18114657","00","S/N","SAO JOSE DA UNIAO","SITIO","0.0"
"18114667","01","533","CRISTOVAO COLOMBO","RUA","0.0"
"00873957","01","654","JOSE CHAGAS","RUA","0.0"
"13311631","00","425","28 DE SETEMBRO","RUA","0.0"
"18114704","00","1377","JOSE JACOB SECKLER","RUA","0.0"
"18114715","67","60","CONCEICAO DO CASTELO","RUA","0.0"
"18114725","00","SN","FEDERAL BR 282","RODOVIA","0.0"
"18114739","01","S/N","SIA TRECHO 03, LOTE 625/695, BLOCO A","SETOR","0.0"
"18114750","00","2111","URUGUAI","RUA","0.0"
"18114763","67","59","NOSSA SENHORA DO CARMO","RUA","0.0"
"18114778","00","4","TREZE DE MAIO","RUA","0.0"
"18114791","63","S/N","QNR 3 CONJUNTO M","QUADRA","0.0"
"18114806","01","198","RUA DO SOL","RUA","0.0"
"18114818","01","S/N","QI 18 BLOCO E","QUADRA","0.0"
"10280765","00","247","GENERAL NETO","RUA","0.0"
"18114841","01","231","SANTA ROSA DA SERRA","RUA","0.0"
"18114856","63","S/N","BR 319","RODOVIA","0.0"
"18114870","01","507","Paraguassu","RUA","0.0"
"18114883","00","S/N","COMERCIAL","AVENIDA","0.0"
"18114894","00","360","TENENTE HENRIQUE DOS SANTOS","RUA","0.0"
"18114907","67","531","RECANTO DOS HUMILDES","RUA","0.0"
"17278082","00","15","YUCATA","RUA","0.0"
"18114930","67","20","GONCALVES LEDO","RUA","0.0"
"18114945","00","122","GERALDO AUGUSTO","RUA","0.0"
"18114956","00","784","MATOSO FILHO","RUA","0.0"
"18114969","01","94","DR AMERICO PACHECO","RUA","0.0"
"18114980","01","1191","SERRA NOVA","AVENIDA","0.0"
"18114995","00","33/34","QI 05 LOTES","QUADRA","0.0"
"18115004","63","400","PARATI","RUA","0.0"
"18115017","00","S/N","TAKESHITA","SITIO","0.0"
"18115025","00","SN","LUIZ NUNES DOS SANTOS","PRACA","0.0"
"18115034","00","999","JASMIM DO CERRADO","AVENIDA","0.0"
"18115046","00","13","LUIZ VOLTOLINI","AVENIDA","0.0"
"18115054","00","103","NOVA","RUA","0.0"
"18115067","63","374","LAUDEMIRO CLEMENTINO","RUA","0.0"
"18115083","00","354","VICENTE PEREIRA DE BRITO FILHO","RUA","0.0"
"18115094","67","08","T 20 AVENIDA JOAQUIM TEOTONIO SEGURADO","QUADRA","0.0"
"18115107","00","893","Ferreira de Novais","AVENIDA","0.0"
"18115120","01","35","CLETO CAMPELO","RUA","0.0"
"18115132","00","300","BARAO DE STUDART","AVENIDA","0.0"
"18115145","00","9","11","RUA","0.0"
"18115155","63","301","CARAIBA","AVENIDA","0.0"
"18115167","00","525","DAS ANDORINHAS","AVENIDA","0.0"
"18115181","01","243","JOSE SOARES DE ARAUJO","AVENIDA","0.0"
"18115191","00","408 B","TRES CRUZES","ESTRADA","0.0"
"18115203","63","355","ANTONIO BETTI","RUA","0.0"
"18115216","01","02","07 COMERCIO LOCAL 16 LOJA","QUADRA","0.0"
"18115229","67","1474","RONDON PACHECO","PRACA","0.0"
"18115242","01","942","JORGE CASONI","AVENIDA","0.0"
"18115257","67","86","GONCALVES DIAS","RUA","0.0"
"18115272","67","596","NOVA","RUA","0.0"
"18115283","01","3418","BENJAMIN CONSTANT","AVENIDA","0.0"
"07735995","63","49","OLIVEIRA ROMA","AVENIDA","0.0"
"18115307","67","16","WALDIR PIRES","3A TRAVESSA","0.0"
"18115322","01","120","JOSE MADRUGA BEZERRA CAVALCANTE","RUA","0.0"
"18115334","01","355","EUGENIO ROCHA FILHO","RUA","0.0"
"18115348","63","291","DOS ALPES","RUA","0.0"
"18115361","00","0","RADIAL NORTE","AVENIDA","0.0"
"18115374","01","sn","BR-210","RODOVIA","0.0"
"14547735","01","750","GERAL SANTA CRUZ DA FIGUEIRA","ESTRADA","0.0"
"18115400","63","00","POVOADO TABOAO","ESTRADA DE LIGACAO","0.0"
"18115412","01","168","RUA LUIZ CARLOS DE LIMA","RUA","0.0"
"18115423","01","624","TIRADENTES","AVENIDA","0.0"
"18115438","01","364","AMARILIS","RUA","0.0"
"18115449","63","1963","MUTINGA","AVENIDA","0.0"
"18115462","63","95","CAMELIA","RUA","0.0"
"18115471","01","472","JORGE AMERICANO","RUA","0.0"
"18115481","00","130","FRANCISCO SANTO FIORI","RUA","0.0"
"18115494","00","184","HERMINIO JOSE DOS SANTOS","AVENIDA","0.0"
"18115505","63","61","LUIZ AUGUSTO DE CARVALHO","RUA","0.0"
"18115516","01","23","GERALDO PRISCO","AVENIDA","0.0"
"18115528","00","00","ALAMAEDA DAS JABUTICABAS","ALAMEDA","0.0"
"18115539","01","1166","PIAUI","RUA","0.0"
"18115554","01","5","BELO HORIZONTE","RUA","0.0"
"18115562","63","102","DOUTOR ARISTIDES DE OLIVEIRA","RUA","0.0"
"18115573","00","1462","BENJAMIN CONSTANT","RUA","0.0"
"18115589","00","490","NOSSA SENHORA APARECIDA","RUA","0.0"
"18115603","00","10","CASTRO ALVES","RUA","0.0"
"18115612","63","303","CALOS SILVA","RUA","0.0"
"18115625","67","174","TENENTE JOAQUIM PEREIRA","RUA","0.0"
"18115639","00","1527","DOUTOR MUNHOZ DA ROCHA","RUA","0.0"
"18115651","00","3 A","Geronimo Jose Santana","RUA","0.0"
"18115661","00","153","PARATI","RUA","0.0"
"18115677","01","30","OSASCO","RUA","0.0"
"18115688","63","46","DO CACHIMBO","RUA","0.0"
"06315338","01","2450","DA PERIFERIA","RUA","0.0"
"61064838","00","2425","EMPRESARIO JOAO SANTOS FILHO","RODOVIA","0.0"
"18115727","00","S/N","JOAO FERREIRA ALVES","RUA","0.0"
"18115738","63","590","QUINZE DE NOVEMBRO","RUA","0.0"
"18115750","67","1485","TRES DE MAIO","RUA","0.0"
"18115760","63","SN","DO RIO SAO JOSE","MARGEM","0.0"
"18115769","00","50","SANTA CATARINA","RUA","0.0"
"18115784","00","254","NOVA TRENTO","TRAVESSA","0.0"
"18115795","00","417","DOUTOR CARLOS DE CARVALHO","ALAMEDA","0.0"
"18115804","00","80","ELIO DE OLIVEIRA MACEDO","RUA","0.0"
"18115817","67","1320","CORONEL JOSE MARTINS DE FIGUEIREDO","AVENIDA","0.0"
"18115828","00","S/N","JOSE DE DEUS","AVENIDA","0.0"
"18115842","00","69","ALIRIO JORDAO","RUA","0.0"
"18115858","01","278","EDMUNDO HEUSI JUNIOR","RUA","0.0"
"18115871","63","3889","GENERAL ATALIBA LEONEL","AVENIDA","0.0"
"18115884","01","105","SIZENANDO GOMES DE SA","RUA","0.0"
"18115897","01","3477","BRIG FARIA LIMA","AVENIDA","0.0"
"18115910","00","1051","BUCAR NETO","AVENIDA","0.0"
"18115920","01","482","JUAN VICENTE","RUA","0.0"
"18115936","54","1630","DO  COPIUVA","ESTRADA","0.0"
"12052039","63","430","CRISCIUMA","RUA","0.0"
"18115955","00","167","OLGA AMORIM DA SILVA FREITAS","RUA","0.0"
"18115968","01","0","PROJETADA B","RUA","0.0"
"18115984","63","22","GILVAN ELIAS DA FONSECA","RUA","0.0"
"17976206","01","39","ORLANDO CARNEIRO","RUA","0.0"
"18116009","01","106","ARLINDO FAVARO","RUA","0.0"
"18116021","63","205","QD 01 BL B SL","QUADRA","0.0"
"18116032","01","57","VERIADOR ALACY COSTA","RUA","0.0"
"18116044","01","2613","VL NOVA","ESTRADA","0.0"
"18116057","01","655","Irineu Gobbo","RUA","0.0"
"18116069","00","80","VINTE E UM","RUA","0.0"
"18116084","01","65","MONSENHOR MONTEIRO","RUA","0.0"
"18116094","63","SN","SETE","RUA","0.0"
"18116106","63","621","DELEGADO FRANCISCO FERNANDES DOS SANTOS","RUA","0.0"
"18116117","00","802","PAULO VI","AVENIDA","0.0"
"18116130","67","148","JOAQUIM DA COSTA SANTOS","RUA","0.0"
"18116143","01","131","RUI RODRIGUES","RUA","0.0"
"18116159","00","39","JONALDO MATIAS DE OLIVEIRA","RUA","0.0"
"18116169","63","869","DUARTE DA SILVEIRA","AVENIDA","0.0"
"18116175","67","120","RIO PELOTAS","RUA","0.0"
"18116188","01","196","JUVENAL FERREIRA","RUA","0.0"
"18116201","00","25","LUIZ RODRIGUES SAMPAIO","RUA","0.0"
"18116214","01","SN","1 E","RUA","0.0"
"18116226","00","426","PEDRO RODRIGUES","RUA","0.0"
"18116240","63","1894","PRESIDENTE VARGAS","AVENIDA","0.0"
"10887472","63","50","LONDRINA","RUA","0.0"
"18116263","01","05","Professora Maria Gouveia","RUA","0.0"
"06180340","01","225","BARAO DE DUPRAT","RUA","0.0"
"18116283","67","900","JOSE DE MATTOS","RUA","0.0"
"18116296","00","12995","DAS NACOES UNIDAS","AVENIDA","0.0"
"17643059","01","1058","SAO CAETANO","RUA","0.0"
"18116316","01","963","SANTA LUZIA","AVENIDA","0.0"
"18116326","01","156","Rua dos Vereadores","RUA","0.0"
"18116339","01","SN","GO 236, Km 3","RODOVIA","0.0"
"16640671","00","203","ACARA","RUA","0.0"
"18116360","01","2","BAHIA","RUA","0.0"
"18116370","01","SN","DA REPETIDORA","RUA","0.0"
"18116387","00","240","PROFESSORA ENI ANTONIA GROSSI","RUA","0.0"
"18116404","00","185","DOMINGOS FERNANDES NOBRE","RUA","0.0"
"18116413","00","130","CAPITAO NICOLAU PUCCINI","RUA","0.0"
"18116425","00","401","DO COMERCIO","RUA","0.0"
"18116437","00","SN","SOSSEGO","CORREGO","0.0"
"18116451","63","811","JOAQUIM MIGUEL COUTO","AVENIDA","0.0"
"18116464","00","S/N","RURAL","AREA","0.0"
"18116477","01","0","SANTA LUZIA","RUA","0.0"
"09567023","00","544","7 DE SETEMBRO","AVENIDA","0.0"
"10858291","00","S/N","BR 101 ALTURA KM 117","ESTRADA","0.0"
"18116506","67","01","TRES","RUA","0.0"
"18116522","01","65","FELICISSIMO RODRIGUES SOBRINHO","AVENIDA","0.0"
"18116536","63","SN","IMBE","ALAMEDA","0.0"
"18116546","01","96","HORACIO DE QUEIROZ","RUA","0.0"
"18116559","00","20","SALOBRO SERROTE","SMTIO","0.0"
"18116572","00","566","CLEMENTINA ROSSI","RUA","0.0"
"03523884","01","1515","CEL AUGUSTO CORREA DA COSTA","AVENIDA","0.0"
"18116598","01","86","DONA MARIA CARNEIRO","RUA","0.0"
"18116610","00","213","DEPUTADO UBALDO DE OLIVEIRA","RUA","0.0"
"18116623","67","000","SANTO AFONSO","RUA","0.0"
"18116636","01","16","OBERTAL CHAVES","RUA","0.0"
"18116645","00","115","FERNANDO BELMONTE","RUA","0.0"
"18116656","63","383","MANOEL DE CARVALHO","RUA","0.0"
"18116664","00","290","ARTHUR ROCHA","RUA","0.0"
"06271093","00","4151","FLORIANOPOLIS","RUA","0.0"
"18116692","01","223","DAS CRISANDALIAS","RUA","0.0"
"18116703","00","2276","DOUTOR REINALDO SCHMITHAUSEN","AVENIDA","0.0"
"18116714","00","68","MANOEL PINHEIRO DA SILVA","RUA","0.0"
"18116729","00","301","BELO HORIZONTE","AVENIDA","0.0"
"18116743","67","599","GOV. LUIZ VIANA FILHO","AVENIDA","0.0"
"18116758","00","320","MONTEIRO LOBATO","RUA","0.0"
"18116770","01","906","RAPOSO TAVARES","AVENIDA","0.0"
"18116781","00","62A","ALOISIO DE CARVALHO","RUA","0.0"
"18116793","63","163","NABUCO DE FREITAS","RUA","0.0"
"18116807","63","0","DEL REY","AVENIDA","0.0"
"18116821","02","1776","PAULISTA","AVENIDA","0.0"
"18116833","63","1861 S","DOURADOS","RUA","0.0"
"18116843","01","06","IRMA DULCE","AVENIDA","0.0"
"18116860","67","432","TRINTA E UM","RUA","0.0"
"18116873","00","860","CARDOSO DE SA","AVENIDA","0.0"
"18116882","00","529","CCSW 3","SETOR","0.0"
"18116894","00","627","TABAPUA","RUA","0.0"
"18116904","00","627","TABAPUA","RUA","0.0"
"18116919","00","627","TABAPUA","RUA","0.0"
"18116931","01","589","ODETE DOS SANTOS","AVENIDA","0.0"
"17493870","01","1001 B","MARIO COVAS KM 03","RODOVIA","0.0"
"18116952","01","53","IMPERATRIZ LEOLPODINA","RUA","0.0"
"13286192","01","SN","B","RUA","0.0"
"18116977","63","908","TREZE DE MAIO","RUA","0.0"
"18116985","01","280 A","EUCLIDES DA CUNHA","RUA","0.0"
"18116998","01","422","PINTO ALVES","RUA","0.0"
"18117014","01","3366","LINDOLFO MONTE VERDE","RUA","0.0"
"18117023","63","S N","SAO LINO","RUA","0.0"
"18117034","01","161","ARTHUR RODRIGUES ALCANTARA","RUA","0.0"
"18117046","01","51","LEONEL ALENCAR","RUA","0.0"
"18117059","01","160","DOS BENEDITINOS","RUA","0.0"
"18117070","01","405","CRISTALANDIA","RUA","0.0"
"18117084","01","0","DR JOAO GOMES DE MATTOS SOBRINHO","RUA","0.0"
"18117099","00","403","CALIFORNIA","RUA","0.0"
"18117112","67","297","ALFREDO SILVA","RUA","0.0"
"18117122","00","S/N","12 DE NOVEMBRO","AVENIDA","0.0"
"18117132","01","0","MANACA","RUA","0.0"
"33636838","01","254","210","RUA","0.0"
"18117152","01","507","BASILIO DA CUNHA","RUA","0.0"
"18117165","67","33","MANGARATIBA","RUA","0.0"
"16436857","01","23","LAFAETE VITORIO DE OLIVEIRA","PRACA","0.0"
"18117193","67","161","ANA TELES","RUA","0.0"
"18117203","01","116","JOAO DE ABREU","RUA","0.0"
"18117211","63","SN","RECANTO DO CORDA","CHACARA","0.0"
